DateTime,M_ID,Err_ID
1/3/2015 7:00:00 AM,1,E01
1/3/2015 8:00:00 PM,1,E03
1/4/2015 6:00:00 AM,1,E05
1/10/2015 3:00:00 PM,1,E04
1/22/2015 10:00:00 AM,1,E04
1/25/2015 3:00:00 PM,1,E04
1/27/2015 4:00:00 AM,1,E01
3/3/2015 10:00:00 PM,1,E02
3/5/2015 6:00:00 AM,1,E01
3/20/2015 6:00:00 PM,1,E01
3/26/2015 1:00:00 AM,1,E02
3/31/2015 11:00:00 PM,1,E01
4/19/2015 6:00:00 AM,1,E02
4/19/2015 6:00:00 AM,1,E03
4/29/2015 7:00:00 PM,1,E04
5/4/2015 11:00:00 PM,1,E02
5/12/2015 9:00:00 AM,1,E01
5/21/2015 7:00:00 AM,1,E04
5/24/2015 2:00:00 AM,1,E03
5/25/2015 5:00:00 AM,1,E01
6/9/2015 6:00:00 AM,1,E03
6/18/2015 6:00:00 AM,1,E05
6/23/2015 10:00:00 AM,1,E03
8/23/2015 7:00:00 PM,1,E01
8/30/2015 1:00:00 AM,1,E03
9/1/2015 6:00:00 AM,1,E05
9/13/2015 5:00:00 PM,1,E02
9/15/2015 6:00:00 AM,1,E01
10/1/2015 11:00:00 PM,1,E01
10/15/2015 5:00:00 AM,1,E01
10/16/2015 3:00:00 AM,1,E03
10/16/2015 6:00:00 AM,1,E02
10/16/2015 6:00:00 AM,1,E03
11/10/2015 4:00:00 AM,1,E03
12/15/2015 6:00:00 AM,1,E05
1/12/2015 2:00:00 PM,2,E04
2/6/2015 10:00:00 AM,2,E04
2/11/2015 11:00:00 AM,2,E01
3/11/2015 10:00:00 PM,2,E02
3/18/2015 6:00:00 AM,2,E01
3/18/2015 6:00:00 AM,2,E02
3/18/2015 6:00:00 AM,2,E03
3/26/2015 3:00:00 AM,2,E02
3/27/2015 5:00:00 PM,2,E03
4/17/2015 6:00:00 AM,2,E02
4/17/2015 6:00:00 AM,2,E03
5/7/2015 8:00:00 AM,2,E02
5/13/2015 10:00:00 AM,2,E01
5/30/2015 8:00:00 PM,2,E05
6/18/2015 2:00:00 PM,2,E05
7/18/2015 6:00:00 AM,2,E04
7/20/2015 10:00:00 AM,2,E02
7/23/2015 2:00:00 AM,2,E01
8/3/2015 10:00:00 AM,2,E01
8/18/2015 10:00:00 PM,2,E05
8/23/2015 10:00:00 AM,2,E02
8/28/2015 8:00:00 AM,2,E02
9/16/2015 1:00:00 PM,2,E04
9/19/2015 9:00:00 PM,2,E04
9/23/2015 7:00:00 PM,2,E02
11/8/2015 9:00:00 PM,2,E03
12/28/2015 6:00:00 AM,2,E02
12/28/2015 6:00:00 AM,2,E03
1/6/2015 6:00:00 AM,3,E02
1/6/2015 6:00:00 AM,3,E03
1/8/2015 2:00:00 AM,3,E01
1/11/2015 5:00:00 AM,3,E01
1/11/2015 7:00:00 PM,3,E03
1/28/2015 5:00:00 PM,3,E04
2/5/2015 6:00:00 AM,3,E01
2/23/2015 6:00:00 AM,3,E04
3/2/2015 11:00:00 AM,3,E04
3/21/2015 4:00:00 PM,3,E03
4/6/2015 4:00:00 PM,3,E02
4/9/2015 9:00:00 AM,3,E03
4/26/2015 7:00:00 PM,3,E02
5/6/2015 7:00:00 PM,3,E04
5/24/2015 3:00:00 PM,3,E02
6/10/2015 9:00:00 PM,3,E04
6/27/2015 7:00:00 AM,3,E01
7/9/2015 9:00:00 PM,3,E04
7/18/2015 7:00:00 PM,3,E01
7/20/2015 6:00:00 AM,3,E02
7/20/2015 6:00:00 AM,3,E03
7/25/2015 11:00:00 PM,3,E04
7/29/2015 5:00:00 PM,3,E01
8/2/2015 3:00:00 PM,3,E01
8/7/2015 4:00:00 AM,3,E02
9/8/2015 4:00:00 AM,3,E01
9/13/2015 11:00:00 AM,3,E01
9/18/2015 10:00:00 AM,3,E02
10/1/2015 2:00:00 AM,3,E05
10/3/2015 6:00:00 AM,3,E02
10/3/2015 6:00:00 AM,3,E03
10/23/2015 2:00:00 PM,3,E03
10/31/2015 11:00:00 PM,3,E02
11/7/2015 3:00:00 PM,3,E04
11/20/2015 11:00:00 PM,3,E01
12/2/2015 6:00:00 AM,3,E02
12/2/2015 6:00:00 AM,3,E03
12/19/2015 10:00:00 PM,3,E05
12/25/2015 12:00:00 PM,3,E01
1/4/2015 3:00:00 AM,4,E03
1/6/2015 1:00:00 AM,4,E01
1/11/2015 2:00:00 PM,4,E03
1/13/2015 6:00:00 PM,4,E02
1/14/2015 9:00:00 PM,4,E01
1/16/2015 6:00:00 AM,4,E02
1/16/2015 6:00:00 AM,4,E03
2/12/2015 3:00:00 PM,4,E02
2/15/2015 6:00:00 AM,4,E01
2/27/2015 9:00:00 AM,4,E01
3/19/2015 5:00:00 AM,4,E02
3/22/2015 10:00:00 PM,4,E01
4/1/2015 6:00:00 AM,4,E02
4/1/2015 6:00:00 AM,4,E03
4/6/2015 2:00:00 PM,4,E01
5/3/2015 5:00:00 PM,4,E02
6/23/2015 8:00:00 AM,4,E02
7/15/2015 6:00:00 AM,4,E02
7/15/2015 6:00:00 AM,4,E03
7/24/2015 5:00:00 AM,4,E02
7/27/2015 5:00:00 PM,4,E04
8/10/2015 6:00:00 AM,4,E04
8/29/2015 6:00:00 AM,4,E01
9/5/2015 6:00:00 AM,4,E02
10/10/2015 7:00:00 AM,4,E01
10/13/2015 6:00:00 AM,4,E02
10/13/2015 6:00:00 AM,4,E03
10/17/2015 8:00:00 PM,4,E01
10/28/2015 4:00:00 PM,4,E03
11/12/2015 4:00:00 PM,4,E03
12/4/2015 6:00:00 AM,4,E01
1/8/2015 6:00:00 AM,5,E02
1/8/2015 6:00:00 AM,5,E03
1/31/2015 7:00:00 PM,5,E01
2/22/2015 6:00:00 AM,5,E01
2/24/2015 2:00:00 PM,5,E03
3/9/2015 10:00:00 AM,5,E02
3/18/2015 10:00:00 PM,5,E01
3/21/2015 3:00:00 PM,5,E04
3/21/2015 4:00:00 PM,5,E02
4/6/2015 2:00:00 AM,5,E05
4/8/2015 6:00:00 AM,5,E01
5/8/2015 3:00:00 PM,5,E01
5/17/2015 12:00:00 AM,5,E01
6/1/2015 10:00:00 PM,5,E01
6/5/2015 1:00:00 AM,5,E04
6/12/2015 6:00:00 PM,5,E03
6/22/2015 6:00:00 AM,5,E02
6/22/2015 6:00:00 AM,5,E03
6/23/2015 12:00:00 PM,5,E03
7/12/2015 10:00:00 PM,5,E01
7/16/2015 4:00:00 AM,5,E03
7/26/2015 8:00:00 AM,5,E01
7/29/2015 9:00:00 AM,5,E04
8/11/2015 2:00:00 AM,5,E04
8/19/2015 12:00:00 PM,5,E02
8/30/2015 3:00:00 AM,5,E02
9/5/2015 6:00:00 AM,5,E01
9/6/2015 6:00:00 AM,5,E05
9/27/2015 8:00:00 PM,5,E01
10/5/2015 6:00:00 AM,5,E02
10/5/2015 6:00:00 AM,5,E03
11/19/2015 6:00:00 AM,5,E01
12/4/2015 2:00:00 AM,5,E01
12/4/2015 6:00:00 PM,5,E05
12/15/2015 4:00:00 PM,5,E01
12/20/2015 5:00:00 AM,5,E04
12/21/2015 9:00:00 AM,5,E04
12/30/2015 9:00:00 AM,5,E02
1/14/2015 12:00:00 PM,6,E02
1/26/2015 12:00:00 PM,6,E01
2/3/2015 10:00:00 PM,6,E02
3/29/2015 8:00:00 PM,6,E04
4/5/2015 9:00:00 PM,6,E01
4/23/2015 4:00:00 PM,6,E03
4/25/2015 4:00:00 PM,6,E01
5/1/2015 10:00:00 PM,6,E02
5/24/2015 8:00:00 AM,6,E05
6/1/2015 1:00:00 AM,6,E02
6/3/2015 7:00:00 AM,6,E02
8/11/2015 4:00:00 AM,6,E02
8/20/2015 6:00:00 AM,6,E04
9/14/2015 10:00:00 AM,6,E02
9/18/2015 8:00:00 PM,6,E01
9/26/2015 8:00:00 AM,6,E02
10/5/2015 9:00:00 PM,6,E01
10/15/2015 4:00:00 PM,6,E03
10/21/2015 10:00:00 PM,6,E01
10/23/2015 7:00:00 PM,6,E02
11/13/2015 3:00:00 AM,6,E01
12/7/2015 6:00:00 AM,6,E04
12/10/2015 10:00:00 PM,6,E03
1/17/2015 8:00:00 PM,7,E01
1/21/2015 7:00:00 AM,7,E03
1/23/2015 6:00:00 AM,7,E02
1/23/2015 6:00:00 AM,7,E03
1/23/2015 6:00:00 AM,7,E05
2/7/2015 6:00:00 AM,7,E01
3/9/2015 6:00:00 PM,7,E04
3/10/2015 10:00:00 PM,7,E02
3/21/2015 5:00:00 AM,7,E03
3/27/2015 10:00:00 PM,7,E02
4/12/2015 8:00:00 AM,7,E01
4/23/2015 6:00:00 AM,7,E01
4/23/2015 9:00:00 AM,7,E04
5/8/2015 6:00:00 AM,7,E05
5/13/2015 11:00:00 AM,7,E02
5/23/2015 6:00:00 AM,7,E02
5/23/2015 6:00:00 AM,7,E03
6/24/2015 8:00:00 AM,7,E03
6/29/2015 12:00:00 AM,7,E01
7/7/2015 6:00:00 AM,7,E02
7/7/2015 6:00:00 AM,7,E03
7/13/2015 5:00:00 AM,7,E02
8/7/2015 6:00:00 PM,7,E02
8/9/2015 6:00:00 AM,7,E03
8/11/2015 12:00:00 PM,7,E01
8/30/2015 10:00:00 PM,7,E04
9/8/2015 7:00:00 PM,7,E02
9/17/2015 6:00:00 PM,7,E01
9/20/2015 6:00:00 AM,7,E05
9/22/2015 7:00:00 PM,7,E02
10/13/2015 8:00:00 AM,7,E04
10/20/2015 6:00:00 AM,7,E02
10/20/2015 6:00:00 AM,7,E03
10/31/2015 10:00:00 AM,7,E02
11/18/2015 2:00:00 PM,7,E03
11/24/2015 10:00:00 PM,7,E03
12/9/2015 11:00:00 AM,7,E02
12/16/2015 1:00:00 PM,7,E03
12/19/2015 6:00:00 AM,7,E01
1/5/2015 5:00:00 AM,8,E02
1/7/2015 7:00:00 AM,8,E01
1/15/2015 2:00:00 AM,8,E01
2/3/2015 6:00:00 AM,8,E01
2/3/2015 11:00:00 PM,8,E04
2/16/2015 5:00:00 PM,8,E03
2/20/2015 11:00:00 PM,8,E03
3/6/2015 6:00:00 AM,8,E02
3/6/2015 6:00:00 AM,8,E03
3/21/2015 6:00:00 AM,8,E05
3/26/2015 4:00:00 PM,8,E02
4/6/2015 7:00:00 AM,8,E02
4/20/2015 6:00:00 AM,8,E02
4/20/2015 6:00:00 AM,8,E03
4/30/2015 10:00:00 PM,8,E02
5/8/2015 8:00:00 AM,8,E01
5/28/2015 1:00:00 AM,8,E02
6/9/2015 12:00:00 PM,8,E03
6/28/2015 8:00:00 PM,8,E04
